100000 100000
64612 46592 11535
13874 25613 14326
58431 72131 53698
41196 45029 52616
85703 93275 54932
76977 17035 9627
41030 53019 83128
28705 95110 92571
73514 79475 80438
96911 21209 4746
12891 6202 47994
96267 52441 42334
94579 84569 34668
73008 7708 83421
6918 36892 29423
67724 99620 34203
57718 22270 52568
62398 68215 92599
70793 50845 91783
77387 2274 5632
40128 64702 52810
10926 42549 19969
55164 36652 44190
41040 12191 24164
50253 84355 85532
15783 70461 10851
2942 12691 40357
28750 28779 95888
68517 26066 36861
67960 51478 98243
64809 46560 87220
26068 53937 11731
68070 13672 46332
52784 92718 59226
65775 54712 84760
58056 48631 94209
45654 612 9930
29776 69798 24324
82794 40245 30063
34999 7541 98085
16211 63988 73287
20480 80019 93523
47276 86894 70355
80943 18280 1170
51497 68640 98619
24902 98183 53833
48004 29191 36925
26824 44661 95820
8272 54710 65836
61192 1340 21472
80631 89248 21540
60762 25675 47624
98960 42411 42380
57506 88832 34566
97846 6435 12568
28213 35799 16940
67844 43324 44216
1892 19538 46970
99065 25508 12240
29403 54545 5998
92325 72795 12865
47321 47131 67533
72264 56808 34427
96989 71893 48752
53015 86119 80742
2675 77691 62855
80319 27475 55410
64982 14961 35956
49816 67545 55990
81167 88005 91348
3505 23960 72312
61731 88524 49154
30296 47047 79799
3603 65989 74667
21980 27747 43105
56706 45399 32300
71284 60843 59089
4974 84878 12779
31762 41345 63535
73329 59396 83789
5780 712 70967
11133 11334 50173
13420 79567 42508
26864 32359 97412
96845 17897 98550
34422 52041 55011
34373 5452 41743
37692 27057 58968
28834 50639 91243
68297 99923 32836
68059 25008 10976
64803 27795 5158
72748 75636 96109
2308 50029 32861
86040 30878 82002
58605 9273 13467
41878 79219 47211
35093 94746 43468
78972 70196 46062
11607 90645 54970
62947 56148 93433
67622 92507 1207
97110 69628 66992
82452 66272 324
22418 74411 87983
18627 23789 55079
46390 47880 81493
49568 23571 6894
11148 60279 74080
96028 70606 31425
37406 1319 38409
26481 38214 24919
6409 27339 46327
84979 46729 80076
87099 5229 66984
60835 59729 16929
74373 66401 44458
42934 7683 83386
58907 13394 75002
28386 37672 29854
62047 23255 52554
12514 50708 15272
65177 24916 66256
63595 76403 6202
76047 45802 54030
43600 91019 84459
23076 27090 6460
53722 11642 94065
29568 48552 69031
45032 4696 74692
947 80948 66272
88782 61833 57593
49440 54987 75811
45266 69051 73575
39925 97714 57349
33615 17876 78294
37575 17744 26094
17367 62826 53175
48972 52656 37
43257 4500 69698
26917 79917 55728
12621 2427 76953
85402 95277 10005
87364 32055 93664
90438 42126 32561
56306 52861 4241
81115 37437 59418
46616 88994 80738
18155 64999 88129
97727 90149 22389
1071 63969 67001
81777 44216 69120
8422 71711 85075
5153 8453 34721
79254 66622 87046
1192 96785 49611
12935 99761 11095
81558 73763 54546
36818 29772 7931
79225 33312 93500
33351 26200 19211
6156 15356 64384
28963 75406 71260
92983 16791 65837
43361 26634 57843
92402 65464 95548
30687 58125 94374
94416 52229 71668
38389 64389 52247
92079 46571 2875
38510 89373 60994
55123 41011 76068
55532 57471 60457
65776 53234 17416
27107 90747 9206
84950 11402 98491
19463 63811 71692
3255 90016 54294
59465 20184 53463
98328 64658 46666
69578 42279 50204
44013 82335 96917
76618 40367 13696
29033 12640 60481
96242 18499 4064
88149 73878 10878
78695 16154 13540
92154 99437 67382
12912 16610 20903
96465 18814 63754
89208 4885 27765
84437 68278 61589
25049 95094 10774
52458 12008 68265
46319 30202 19250
95551 95383 42615
38206 84771 10423
70790 43741 16354
75814 27762 81659
25151 2600 96764
76832 77845 10826
97049 26108 31405
51903 55562 36353
52619 94716 76644
44789 34246 99709
83061 28972 50150
11522 75951 46820
13238 91008 74442
43730 35556 40771
64737 68808 62460
34107 46190 74484
47080 94816 96316
52869 99849 84007
99560 16539 98102
29479 65191 76775
95457 71785 32068
88759 98530 22898
40166 33769 44364
96332 76609 46541
58400 8021 68505
95386 82156 37865
32220 87833 92839
85649 33917 35591
25641 80381 59926
53086 52079 23820
34592 35452 36891
10922 30484 15861
28538 3162 76305
7975 36856 21896
10240 15811 49286
66243 17070 87065
29754 16135 30604
60023 9905 54511
40329 57992 9665
10582 50057 74492
55038 13540 96357
63624 81233 70769
5338 27312 8410
78579 14858 40913
64971 97905 82684
26752 55548 37336
29929 68548 77857
12856 11426 84001
3987 66823 55289
77030 60602 46242
92638 53 527
39781 81609 34149
69449 42459 1389
2818 23112 56985
22425 24939 84330
36569 11126 87812
11566 43828 46519
31124 97654 11616
96855 54177 13359
547 49812 82182
7284 61983 46314
43434 44847 35685
23549 30201 48165
50497 17688 32976
25149 87887 27077
18908 97809 42618
55024 24226 36905
47294 42601 65141
26715 53987 27857
77789 10499 72126
87921 73414 11491
61292 66037 28130
79324 94931 30683
95662 43876 73491
90158 75203 63084
44267 55258 6311
77028 61745 41310
14489 18874 31363
67034 39048 60481
65761 52805 84071
51231 26712 32496
8376 67007 7116
58616 52188 75507
75025 98598 91591
14612 83141 48320
93399 66972 25637
70417 49710 92931
33656 31260 19164
95640 93361 72820
36130 37252 60376
29152 62594 89647
25170 54023 35707
77674 93123 49516
98662 11075 45253
51549 28387 9688
90908 89601 73304
10071 34401 13226
67179 14550 38409
67373 83198 25462
74306 52621 25574
1693 73494 28637
2413 56399 4751
30205 82641 73196
81537 33089 45539
71225 63584 68773
46331 35115 17677
57755 69984 45819
95308 17875 13575
81850 26159 75257
48936 81734 17497
79464 52683 20697
44072 52615 47270
18400 77711 7339
31482 63438 38289
87642 43238 43232
51977 64211 55786
84375 38629 61926
13208 28056 8046
98267 5751 18466
48794 41305 75033
14338 21128 72933
85381 10648 37859
18331 96252 66110
22366 20579 87209
89615 6220 43677
84338 49792 59124
90452 66759 22261
39980 29377 52066
19838 66775 76098
58376 20290 41790
85732 95511 57133
25617 89067 88737
94892 64384 88652
95235 73945 33514
41679 33083 58406
77962 7249 95021
80584 55244 51566
58685 9689 43927
19506 12333 89987
45173 43363 38961
86087 82567 74969
15209 11347 49124
28984 97860 74016
22897 74308 15777
39061 80130 92129
2335 82824 3559
33828 41334 57602
78912 73418 1707
56835 35401 96399
33071 22738 63820
2261 91255 44345
26797 49953 52277
97209 2647 17906
15075 37237 2086
97881 26909 91287
6250 59083 72769
18726 69428 90351
35611 97304 20449
99159 99185 909
29412 13971 93570
65258 63888 65050
47203 20827 29086
42667 81173 40111
88501 4744 6060
88152 33378 91293
85709 52709 80401
49759 21631 51797
64633 7240 65599
23574 20895 53954
25029 99504 4531
517 60069 3995
68069 14992 32088
31642 34577 50210
23502 6192 75567
70506 8089 31521
41768 76510 46817
24669 1241 15494
51871 11980 48872
41032 97163 99536
99435 50706 92369
91097 76731 58289
7875 69530 48390
91211 93591 81762
57600 32678 47553
63224 44362 25213
34439 30355 57807
85337 77182 90319
63595 84485 6781
89411 55312 96570
34463 46616 60198
27022 22522 18556
40414 48543 27659
26495 5221 71746
58302 50347 82202
89496 13757 12078
62478 9846 19435
15099 13984 73032
33887 94999 29392
63137 13393 96151
14852 52729 82065
16926 78180 23694
30288 45270 42048
71478 2839 62781
65266 1777 9271
17870 6313 67148
41903 84746 22292
11742 30613 51077
97419 3991 21851
59051 48685 28193
54349 31496 84777
6828 81076 50555
55720 87275 29031
54267 83238 86681
22073 31186 22211
13170 77370 2061
7506 89388 60492
63477 99708 30038
10210 90683 33839
80531 69930 87839
80515 10436 81560
89727 62818 5795
75008 38161 21455
29042 92860 3462
15969 32302 93294
35859 69335 575
42172 95599 76837
18244 1191 4090
32540 77411 73140
9086 12335 49910
5441 52571 51579
38420 74022 64019
23054 76048 16598
75771 62995 52454
78417 90631 79507
9972 34065 8048
5244 46180 40186
23190 37834 92664
29907 66754 83579
71603 32433 96081
15909 28462 6025
5826 9688 21959
37302 16094 20184
89240 1559 57464
74263 73475 24298
88586 37153 91149
12439 10512 80191
55273 6448 76235
25373 59113 15262
43572 99440 84797
26807 30058 59170
78022 23601 46481
6671 74929 22404
63698 28330 76694
68201 50135 35721
21893 43404 51452
11540 2693 38220
79862 22410 27166
28248 47132 42447
99651 7855 95754
53592 5880 46512
70947 89976 30461
16750 67625 49155
87853 35387 11095
66460 10196 53357
69440 70367 56895
2178 21017 19560
82529 44347 81340
84813 40283 81518
93901 8312 87764
78759 89866 43574
45670 29167 77532
75109 7138 58517
97212 95861 24596
60344 47072 43553
88112 34750 2192
53760 22001 61193
55629 52111 3013
71735 44918 57870
28602 73591 82708
49748 76957 84062
19777 2638 15744
25645 2533 13900
60343 54681 28820
77143 70619 68855
62449 86293 55758
85434 98925 2632
47050 60344 26193
45956 59119 37722
39064 49602 17285
4057 51318 98639
4563 56692 88787
89724 48909 31832
52450 91815 47825
28897 88994 94436
9933 94083 6504
8475 74074 26102
5154 83652 94935
33523 39076 55662
48331 20881 72826
97466 36644 12416
65047 99541 32983
38896 41956 32462
63825 81543 70478
45937 4447 19580
17961 91325 8350
3981 91821 50414
32610 52312 18745
53815 33724 55285
72874 34899 29027
29382 31106 35335
98633 7481 45979
97802 72473 84100
3415 75930 94743
63085 4741 64718
84367 58189 16841
49931 26329 37331
63494 56755 34408
89983 72653 78963
71875 92441 64496
42421 25210 90576
87251 88212 59467
34070 13116 79179
38930 53166 95473
36217 43725 11926
47044 97873 47658
69890 31885 69384
83503 59706 14080
30929 65711 69665
62376 1444 5574
64198 82090 85475
50780 57285 96280
3311 27752 20551
51036 28599 85253
50146 31070 98493
44879 30573 38767
44149 12277 49060
16766 49561 89650
35111 42567 5122
77325 79772 9053
87681 99342 85942
73836 83612 30333
30292 31060 55474
45910 71649 29066
48905 96833 14693
26415 74093 93043
69444 97265 30295
63627 92205 23499
58673 81295 98832
39462 49684 85164
58225 26700 89589
14945 95047 92249
29216 44292 77284
94780 9814 13732
1144 26230 62219
74079 87730 60656
33611 63083 53300
42981 77668 19734
27957 75200 85880
77081 3130 90634
88832 43945 42280
85608 19821 97174
92753 66518 82816
79837 28183 54677
13076 94576 49150
20521 26682 41949
63799 27130 42801
79133 72497 7342
86398 96501 98280
8713 12265 70045
98360 26817 3516
41755 57261 58401
64284 34435 84075
86969 79793 87855
29518 53135 45560
43546 18329 99566
40319 73731 89181
53517 70822 82104
47125 23205 97067
9764 46045 77445
11191 37947 20993
29243 49076 13231
57010 14470 17499
87623 13860 4016
23375 44231 48859
26659 91866 16709
33655 99143 63206
62015 98913 37980
58382 52941 11096
7598 87420 93041
34660 77866 48151
71309 88346 10327
22722 48362 52520
98348 89591 19644
12571 88467 12192
98455 21758 48823
6016 52743 73534
5824 91253 28427
80 86699 92886
59891 77368 81444
26683 74901 9134
13344 77857 16474
29305 90513 18700
59514 33740 28111
43076 38821 70393
17581 88662 65249
31495 44004 70436
23532 73274 8447
10895 23699 19484
52185 20318 78964
49626 31314 81451
89577 22051 99699
77305 34234 72146
22133 64726 46695
8199 37663 59047
7932 74183 76281
53631 97796 82211
43584 66990 30807
90383 86778 19042
43462 44389 56668
8534 78846 22013
4527 6418 30286
31007 80725 28860
54715 25748 96453
89431 52904 24922
83370 60129 94911
1348 47519 50786
71686 20113 34807
62127 90503 15441
13496 5307 95357
27074 31305 13800
91501 33591 50659
15706 23807 54180
87045 65334 29489
97068 62102 77675
44545 45800 16798
58870 51655 82430
96172 9742 291
53139 46864 8186
66807 67734 41873
92709 78867 12346
22514 45605 86610
15775 90160 77843
70423 75626 57943
32194 39351 10428
74191 98806 57874
21959 51881 60822
5646 94758 85282
67976 85128 67417
79089 87090 48051
63095 75066 27546
46725 56557 95030
34506 62270 24401
96411 45724 24556
33659 19579 89577
42018 34454 61419
42215 63826 49695
68432 25840 42447
72868 75407 93871
71250 38399 97240
30037 6677 54946
29837 65467 16300
27482 62621 3649
18871 3780 24598
48594 90543 60788
77890 69392 70147
29408 5331 52348
18728 99070 57582
43915 70503 5461
99630 10321 15414
75706 50146 14617
66660 27171 33004
79454 67806 45642
93101 51289 99163
1944 67277 46757
81915 93136 88016
44420 27633 53682
20835 87030 1629
74061 31242 52115
14555 68147 35379
48086 36157 52085
21891 94707 94326
45714 71250 94185
59001 73955 7376
36349 40192 62230
40113 77051 69058
60092 72998 74472
39342 36750 80511
92344 65495 61452
2342 22649 2831
42619 51460 19929
74994 13947 31856
6813 85662 10777
86226 33265 30746
98578 50540 89325
2790 52604 71949
31402 1582 61648
71136 2861 94533
19171 28792 88512
98711 87626 90652
87136 21150 86385
7048 4779 92307
39303 52870 56474
78315 98154 55600
37333 75313 41604
72950 9810 3995
90353 51267 36467
58826 75173 59732
30691 73269 66332
7651 87470 6681
85827 54586 66535
59795 45557 50451
14612 11625 51432
87027 93124 25096
42041 98516 58981
29271 83556 81297
76167 59725 24438
77370 11090 91762
70963 49755 60576
59793 56715 59361
81012 10892 56829
36037 73924 96146
83594 39291 70287
99592 58893 66927
41038 55639 65884
56255 3367 76264
90577 21650 72285
39032 17705 91323
76837 54737 90826
92157 96150 12693
40045 34202 22726
36261 22828 14767
8312 85694 93130
77256 91101 30027
92115 1244 372
26056 61844 53966
81553 98676 60167
57208 91488 2592
57020 92931 49166
93617 72772 97231
60335 77759 77143
35350 16381 70299
78719 62608 37973
96662 56187 90287
16061 46556 93109
51800 1322 38474
11631 91904 53123
713 50265 4224
39348 76183 10440
5883 31833 34203
44186 76699 69378
34202 98364 27652
97643 86274 72499
10902 26931 80935
38848 69265 63049
18813 80092 45250
4080 4527 64175
5893 18030 80404
4671 64208 73063
64980 69181 92588
98070 24061 416
8596 79418 23990
37951 30006 90640
53262 84479 32791
79211 73479 74896
21374 77085 77867
32083 74802 73217
5088 89061 87533
6029 21309 73742
34074 48696 58034
74878 88628 26363
36972 31790 97193
32530 15195 61374
75228 81700 50504
76137 59575 64809
45363 84189 45287
23418 5842 13034
61814 6947 42757
39671 52340 19237
54576 59155 21021
64204 33769 1555
96771 12266 77396
33624 7387 84094
12787 34532 27975
69594 2077 51459
10323 62098 2573
71255 28657 69242
13408 84391 26407
98660 62182 4327
3425 97212 86809
13049 2358 53016
33650 79796 41671
87920 45138 82351
64293 25543 23496
66721 28702 61400
13707 96383 15327
56025 88182 44200
39734 56653 94227
21247 53107 45375
50215 57008 3313
58156 46750 93004
70354 33343 17742
29073 80975 3069
96693 70573 91719
12188 35387 8486
30802 94036 87922
28234 36531 60741
56987 75059 59221
33085 68466 82460
85049 99280 67670
82936 92832 95045
10823 30075 20342
96711 76732 93793
33498 20364 97458
79215 81807 49161
33193 21612 20726
57811 44148 66998
47890 36339 65664
51568 80257 37179
2141 69108 25112
27637 71674 96076
30277 94881 36675
92364 5534 84702
54720 85051 71092
59962 67005 54990
58738 4089 63633
30791 35919 39996
21112 98775 57851
50265 71095 43028
45267 13010 10961
27165 25773 94987
39435 87393 33032
70575 3476 83769
70075 98098 87656
83104 18090 12520
35690 44231 96174
16342 30059 62125
94106 96610 23161
89407 97117 37610
21765 65618 12310
41843 27263 74576
71260 50455 52209
605 17921 68004
88896 88869 88950
51687 68297 6477
17631 93631 79043
48787 39951 96906
45745 8697 87867
94066 12122 31144
93652 35154 13457
89260 22978 34882
99883 55949 76347
57097 80370 92333
32356 52991 48925
21485 52692 53944
76576 5238 92199
72163 92469 72909
57081 88712 42804
2960 64638 61656
83304 87083 17451
39241 62828 36760
82769 26493 44478
10117 13727 97415
70866 2276 23963
27694 29138 31206
71825 79378 89285
32138 17487 34906
29780 26230 90361
65279 77563 26619
24439 53839 72038
29384 29635 47330
74686 15034 34360
67129 17636 98426
80989 17942 44070
43836 59018 20737
62197 59003 90950
81463 7533 79070
35024 36760 85917
12180 80541 72161
80496 95329 3239
34274 18444 35346
84780 68660 27312
62376 81427 7769
70250 20842 5957
24802 81559 6969
17083 39713 66663
42469 3312 10013
7326 80566 5456
57561 88632 84908
48748 9406 65836
13499 48308 38669
61624 37748 73302
90524 89017 28389
67591 52312 45066
33414 57027 36155
22520 50211 9439
60601 29639 64179
91441 75092 17782
73912 3603 17465
21115 7026 82252
90105 59808 62624
67929 14085 40115
60016 59427 19585
13934 84612 25979
74398 7859 15501
27689 22111 87910
99244 53331 9254
62659 86836 5767
84630 30387 42758
43943 19754 13198
33403 63059 83919
86210 43412 57847
17360 24290 33139
12187 82472 900
80912 48766 76255
90617 35977 4603
63221 75321 53634
8403 86747 82099
2689 22222 87455
33293 90989 34065
797 65117 15934
26819 43369 13990
25092 58476 25129
78949 14578 2801
98787 681 24430
87339 88076 66949
78571 59927 37056
65146 71578 27052
41750 11724 22707
22128 45961 42661
52855 6047 36532
33477 78578 52952
66007 29073 91416
19952 13647 11105
24135 51073 6360
63443 57062 62028
6778 40037 21360
66884 34113 62211
90306 41240 94089
44651 11690 20522
36534 16419 49018
1420 48848 65190
78757 15710 15632
42553 22289 12327
35475 82749 35575
65573 10600 58583
32145 6421 17685
60864 41348 1725
86217 61731 98430
6494 82425 11694
26444 78234 5336
2257 985 5886
94481 305 87263
75298 86655 6074
52931 27712 60198
84556 72837 75465
84499 70486 66811
23162 92578 4476
48060 2581 38298
66115 25009 98171
66470 50979 29481
37180 7071 73171
96304 24021 55904
33579 84275 73455
21765 35040 18246
9057 60459 86154
73794 67084 99881
93266 144 88664
37750 85052 59165
12745 27233 38083
16879 57923 45240
49646 94583 37630
97088 38349 57733
98121 77038 24681
13613 82333 6246
85593 13754 7018
23942 4917 85610
53470 44792 16257
30548 77712 29719
12476 12096 25952
34791 38945 55989
33251 39015 13135
61623 64266 11361
97319 53018 63069
38088 87155 21878
76282 96128 24781
42525 6417 36617
28835 78207 13322
45551 39248 46878
58706 62713 61404
90337 1810 3909
75409 22020 27179
